,id,tag,entropy,KL_div,norm_entropy_diff
0,0,classic,4.815731281670324,8.684299225955952,0.22330976390460466
1,1,sci-fi,4.705235281641096,10.428476193517335,0.24113076747200696
2,2,dark comedy,4.425786124420581,10.696908412290266,0.2862008553160653
3,3,great dialogue,3.3570236871124943,12.021523321009836,0.4585728796692993
4,4,so bad it's good,3.5215450623714597,11.473150298908736,0.43203856155254927
5,5,tense,4.792376512740638,9.287669646800296,0.22707646514538887
6,6,artificial intelligence,3.744507804738036,12.70315768809613,0.3960787093763481
7,7,philosophical,3.868725301494596,11.894366011896787,0.37604467690235
8,8,cliche,4.116581721438713,10.322900417112024,0.33606992539225633
9,9,musical,3.931126970501874,11.062081036825006,0.36598041787309643
10,10,horror,3.982689584466096,11.151986501979419,0.3576643021118206
11,11,unpredictable,3.0205461684341994,11.889561387306085,0.5128406093530024
12,12,oscar (best supporting actress),3.2665737214290163,11.774628538447343,0.47316082095848905
13,13,adventure,4.512794448260025,9.49864660679199,0.27216798852336443
14,14,anime,2.4137165210574736,12.953325035092794,0.6107112409400786
15,15,fantasy,4.491817295471917,9.50943867126314,0.27555122334247034
16,16,hayao miyazaki,1.7427245071769806,13.743024330093178,0.7189301001738946
17,17,post-apocalyptic,3.499538460193823,12.626897314565795,0.435587827913416
18,18,clint eastwood,2.7709522613968414,12.779623583671466,0.5530955860629111
19,19,music,4.85877614644135,7.782912668582785,0.21636740681982422
20,20,art,3.265122978985984,11.298347354732321,0.4733947994395727
21,21,documentary,2.827190288632672,12.504661647653997,0.5440254108192072
22,22,aliens,4.2492636922875064,11.579416650114442,0.31467072655066153
23,23,amazing photography,1.9975672180043287,13.020134830631765,0.6778285864758481
24,24,first contact,2.9265662268841566,12.580143337636795,0.5279978718166622
25,25,james cameron,2.6577201221876083,12.777436497965102,0.5713578793247357
26,26,apocalypse,3.1751724903794285,12.218577176729431,0.4879021841224842
27,27,arnold schwarzenegger,2.876357701730387,13.157757680150878,0.5360955975772568
28,28,franchise,3.856956490609309,11.088776845694987,0.3779427729484992
29,29,time travel,4.067797150856601,11.65231399962292,0.34393799307025424
30,30,science fiction,3.893806241140122,11.501139764176056,0.37199957558846986
31,31,unoriginal,3.2159617853550455,11.17501917423698,0.4813236095941753
32,32,bad science,3.5569648210647347,11.619592308141746,0.42632599597675996
33,33,good science,1.6822717638486986,11.868948909815229,0.7286800327888997
34,34,hans zimmer,3.0153113959581104,12.156431130730077,0.5136848833443346
35,35,philosophical issues,1.6625879592699242,11.774405538827752,0.7318546739661874
36,36,space,4.045044696750472,12.17527710072034,0.34760755183876363
37,37,space travel,3.569874678742144,12.080696040107313,0.42424386974899686
38,38,time-travel,2.5544147643623862,11.763591735924576,0.5880191625372327
39,39,visually appealing,4.754437857264704,9.992108233694928,0.23319528315147267
40,40,bittersweet,4.354973891302458,10.749714264233237,0.29762158600930305
41,41,boring,5.321054011548393,5.817145484984384,0.1418103596776237
42,42,dialogue driven,3.4365020623369555,11.91680397612582,0.44575445721027995
43,43,loneliness,3.7182612390366003,11.618365194354045,0.400311805061926
44,44,love story,3.864773616330561,10.819072451648797,0.37668201214875613
45,45,philosophy,3.6392284302901317,11.951586216313494,0.41305836571787813
46,46,quirky,4.824827050768619,9.108901726050323,0.2218427810861669
47,47,reflective,3.4686810048783747,11.977644457206686,0.4405645765840656
48,48,romantic,3.5525928098554433,11.210393430100993,0.4270311222015726
49,49,thought-provoking,4.286543983427277,11.037862773169483,0.30865809078810075
50,50,wistful,3.083369322641415,11.714597626088885,0.502708372394686
51,51,american civil war,2.6577913737983536,12.136906425784364,0.5713463877303889
52,52,based on book,3.7969639850502506,10.934874690679884,0.3876184775468791
53,53,culture clash,3.21449573770652,11.50736375117189,0.48156005652770634
54,54,drama,5.20678305988408,6.292280979124273,0.16024019457410427
55,55,war,4.053126688130718,9.869866921541352,0.3463040730053128
56,56,western,2.795475888443362,12.471514428229508,0.5491403691775388
57,57,buddhism,1.6120274986884704,12.646587573111278,0.740009160537224
58,58,china,2.986153296545777,12.167493557772532,0.5183875566855272
59,59,great cinematography,2.5556361050186425,11.824822699673671,0.5878221824095684
60,60,atmospheric,5.008927857320779,8.610771713128234,0.19215065531274658
61,61,based on a book,5.178090952665245,6.134672703839225,0.1648677118142567
62,62,canada,3.5392772870577778,10.838536589207115,0.42917867486606953
63,63,death,4.582236784638387,9.18011467908968,0.26096819736350163
64,64,incest,3.4582385814575605,11.654111697047924,0.44224875035493
65,65,meditative,2.9964568073043467,12.109156241165781,0.5167257870111799
66,66,melancholic,2.9601407077222,12.738679829251424,0.5225829161383554
67,67,nudity (full frontal),3.987299948031488,10.614498454028691,0.3569207339688639
68,68,small town,3.7686233026581757,10.6394813290589,0.392189316327271
69,69,aging,3.157187287963325,11.42356986275272,0.49080287153499735
70,70,based on a play,3.512104995096447,11.35035614504258,0.4335610734311695
71,71,friendship,4.620176811406337,8.255556478216466,0.25484915819285187
72,72,morgan freeman,3.384999445250938,12.585138678450988,0.4540608965617288
73,73,racism,4.284468144995131,10.10389332465073,0.3089928859308647
74,74,usa,4.404671713368428,8.314044003846018,0.28960622740722236
75,75,emotional,4.105867607369326,10.651672508553167,0.33779791794403735
76,76,heartwarming,4.102968343951034,10.922936837774465,0.338265516623687
77,77,holocaust,2.5912524167863156,12.574169458065176,0.5820779163827302
78,78,italy,3.459017492590134,11.319518599243004,0.4421231260964174
79,79,love,4.88152747299433,7.932700535492714,0.21269802990521608
80,80,oscar (best foreign language film),3.1647792457216575,11.858657899630789,0.489578426249566
81,81,oscar winner,3.4388661521496156,11.532565766796221,0.44537317234047535
82,82,sentimental,3.5627032493104034,11.751110351978289,0.4254004914317059
83,83,survival,3.795309601860681,11.260686054570067,0.3878852995921601
84,84,natalie portman,2.874318044230811,13.090377136327202,0.5364245573908845
85,85,robots,3.618788979591611,11.943197935594757,0.41635487892847156
86,86,star wars,2.7333452618106837,13.282076243305148,0.5591609139807265
87,87,abortion,2.9864621707056047,11.345085779337914,0.5183377408776906
88,88,charlize theron,2.980792893540027,12.0845489533188,0.5192520926059488
89,89,medicine,3.3746355779282755,10.70863235792528,0.45573240065672227
90,90,orphans,3.2671313213278994,11.406725409005563,0.4730708901937143
91,91,funny,5.16546048327911,6.769871748931817,0.16690477777075063
92,92,relationships,3.8602004770148612,11.166684788882694,0.3774195766944207
93,93,island,3.6197970456125503,10.891864410548205,0.4161922961367815
94,94,dogs,3.6884956705911707,11.503952649861194,0.405112452156042
95,95,multiple storylines,3.2016056786962954,12.765937121324656,0.4836389895890341
96,96,action,4.815489232953213,8.320553446917287,0.22334880197883347
97,97,george lucas,2.1161386445954795,13.106578131882388,0.6587051628612924
98,98,romance,4.89172342551665,7.195269584913376,0.21105360742634566
99,99,family,4.554340955764063,8.496174147599595,0.2654672893284006
100,100,mystery,4.367614761417782,9.822271770770389,0.2955828426035628
101,101,powerful ending,2.6505712364804745,13.62628368589267,0.572510865112964
102,102,twist ending,4.347405505429388,10.741865776476605,0.2988422295765613
103,103,adapted from:book,4.942698369174169,7.657234910478893,0.20283227224200887
104,104,assassin,3.955364476400871,10.380100376546784,0.36207134714676503
105,105,assassination,3.6178733203607885,11.029522845629167,0.41650255817853216
106,106,history,4.148657598721063,10.33585812307242,0.33089666732567374
107,107,interesting,4.197872492065429,9.938345124104794,0.32295919637987236
108,108,thriller,4.702000759290959,8.65546253768121,0.24165243734535435
109,109,dialogue,4.316428543581731,8.706727401316446,0.30383825248642565
110,110,paris,3.9101259965234956,10.7485967108385,0.36936749461875784
111,111,adultery,4.009588538939701,10.122687407795947,0.35332598793296616
112,112,biographical,2.605360512759853,12.212951412529137,0.5798025360195753
113,113,biography,4.298322897741314,10.000343640456567,0.30675836524188144
114,114,blindness,2.6874536432084737,11.794701332024067,0.566562400899778
115,115,disability,2.7168798492990134,11.95258258031284,0.5618164868071782
116,116,drug addiction,3.1555339473144213,10.853262668945401,0.49106952543735083
117,117,drugs,4.395880429457611,9.906638006018792,0.2910241022795732
118,118,genius,3.3049023340891903,11.861441911784693,0.46697910992125813
119,119,great acting,4.2698306300889115,10.583664436274244,0.31135365197934284
120,120,music business,3.3043713757749087,11.27089310546587,0.4670647438809531
121,121,catholicism,3.277538737593217,11.478576719408085,0.4713923624430029
122,122,child abuse,3.55292923971861,11.271959272790278,0.4269768621578598
123,123,enigmatic,3.6294590918481937,12.103279352060278,0.4146339830721614
124,124,mistaken identity,2.2481459307655,12.449826689517554,0.6374147784388992
125,125,queer,2.8981414837871613,11.86588251014466,0.5325822680663007
126,126,soccer,3.118199331009745,11.471457756144318,0.49709092286510603
127,127,spanish,2.6006005836962554,12.03827628750824,0.5805702263685519
128,128,alcoholism,3.431732347034176,11.323591023178235,0.4465237259023941
129,129,complex characters,2.8185658565044154,12.458382622256341,0.5454163755209505
130,130,confusing,3.6425567373450156,10.886186311229299,0.41252157007022744
131,131,germany,2.7520263769663744,11.583255733771315,0.5561479884472723
132,132,suicide,4.273975952145984,9.847456672308802,0.310685086609125
133,133,suicide attempt,3.7528220859596315,10.923588229553417,0.3947377663985819
134,134,terminal illness,3.102638943874134,11.428556105195156,0.4996005314896765
135,135,touching,3.9676828064982685,10.662598596734991,0.36008462360426496
136,136,true story,4.402526063197483,10.365609912847047,0.2899522819190662
137,137,deliberate,3.681960470941609,10.990015073999235,0.40616646149789803
138,138,biopic,3.1396010113938293,11.438594624964288,0.49363921943355843
139,139,character study,2.6438778353611077,11.843411740409476,0.5735903894866494
140,140,death penalty,3.065063008499483,11.399700056058004,0.5056608493127923
141,141,gay,3.219480284347584,10.993459777954731,0.4807561394316233
142,142,journalism,3.5354294087940614,11.516002560146426,0.4297992679395426
143,143,prison,3.9858662443364636,10.200471626458473,0.35715196440848956
144,144,thought provoking,3.462708982874293,11.593762644917078,0.4415277555716416
145,145,writers,2.507066756532789,11.911090326103619,0.5956555386614133
146,146,based on a true story,4.43135100525368,10.110054490316571,0.285303340825472
147,147,joaquin phoenix,3.0003365850103627,11.896397752726473,0.5161000491354075
148,148,disturbing,4.53004734005061,10.108647643665048,0.26938540955157647
149,149,murder mystery,3.2327808331519226,11.318459183689324,0.47861100180105004
150,150,twist,4.018156927838675,10.866301873757639,0.35194406198908484
151,151,strong woman,2.926209469718618,11.784250509360692,0.5280554102860917
152,152,world war ii,3.9979748222823615,11.265384071847045,0.3551990700891211
153,153,cynical,3.489651474324607,11.366285141826154,0.43718241966695953
154,154,nudity (topless - notable),4.097720595663668,10.658774718400341,0.33911188337836795
155,155,nudity (topless),4.911297997819076,8.129380357120422,0.20789658343688336
156,156,psychology,4.333986728118921,10.957955036870585,0.3010064353238894
157,157,epidemic,3.058315199289146,11.629604614914413,0.5067491487261444
158,158,husband-wife relationship,3.8125916937523567,10.740126704331626,0.38509801117292086
159,159,science,2.918350497750846,11.91293492601579,0.5293229201275043
160,160,george clooney,2.9621876538832397,12.755566120250307,0.5222527807956415
161,161,lawyers,2.7632575560410606,12.229386401119859,0.5543366026749079
162,162,depressing,3.916594941383686,10.683278602191056,0.3683241709744604
163,163,hospital,3.9696384634128448,10.242924619699568,0.35976921156362945
164,164,marriage,4.373631741095003,10.039155718435376,0.29461241275755595
165,165,jude law,3.1194717869660487,12.126383307622921,0.49688569876531374
166,166,road movie,3.493246079253545,11.158992833291268,0.4366026749952514
167,167,soundtrack,5.083531910014183,7.226526644924784,0.18011837279717904
168,168,alternate endings,0.9532854875239802,13.566302696637202,0.8462523161976542
169,169,beautiful,4.296698722911012,10.297165842554527,0.30702031522592826
170,170,solitude,2.4312001567021095,11.461351096159724,0.6078914471637265
171,171,awkward,3.3908716969152213,11.044723970290685,0.45311380872298174
172,172,corruption,4.177916525622374,10.016832072177454,0.32617773233663616
173,173,murder,4.991612305862875,7.3846053855192135,0.19494334015401873
174,174,newspaper,2.9351657495215995,11.14685287553674,0.5266109245646414
175,175,politics,3.9205843934760063,10.075913536096987,0.3676807446065338
176,176,secrets,3.1835215471314235,11.822602262761546,0.4865556324814982
177,177,humorous,4.552756386470047,9.294099593124223,0.26572285165675635
178,178,nonlinear,3.556130722430416,12.365259392249232,0.4264605209797811
179,179,excellent script,3.0770361572597538,13.050118971476145,0.5037297972682533
180,180,nostalgic,3.1016831589335254,11.458258232303926,0.49975468228999276
181,181,revenge,4.729006452541906,8.961316258623704,0.23729690813490328
182,182,effects,3.1196879185054867,11.4218758765541,0.4968508406624473
183,183,environmental,3.277125425331094,11.812788191222587,0.4714590222252194
184,184,alternate reality,3.8965595576384473,12.147593563227542,0.3715555155037079
185,185,dystopia,4.212150207846848,11.383872990381274,0.3206564594137585
186,186,oscar (best picture),3.7442244325255336,12.463148040042395,0.39612441218195704
187,187,mindfuck,3.984023830183863,11.559476000215136,0.3574491124426034
188,188,animals,3.091810598753214,12.41483739039742,0.5013469474411855
189,189,genetics,3.2405085765547152,12.222004939423432,0.47736465675043543
190,190,virus,2.1889842773834975,12.418620557002988,0.6469564816290165
191,191,children,4.087548034519446,9.795075347052173,0.3407525332516019
192,192,cinematography,4.765528419740467,8.918573337010905,0.23140657628975103
193,193,food,2.770142668631163,12.416601798380846,0.5532261587131561
194,194,japan,3.6427912398349025,11.625056117845471,0.4124837490657772
195,195,tokyo,2.605090117620506,11.839159378815603,0.5798461458583173
196,196,humor,3.8802476376289525,10.57064276426853,0.3741863327695229
197,197,sexuality,3.8713452273429283,10.857497271216562,0.37562213031354036
198,198,strange,3.484220434268343,11.20578523013224,0.4380583480642932
199,199,oscar (best directing),3.6306729171373613,11.956627673763418,0.41443821503709466
200,200,us president,2.264482386141583,12.61295075138221,0.6347800040628234
201,201,racing,2.1366428471463585,11.954421815800508,0.6553982063496603
202,202,sports,3.628348567082743,11.552947743903925,0.41481309060366983
203,203,happy ending,3.6071440957131546,11.630082501955108,0.4182329877929107
204,204,ocean,2.997163652975568,11.678544636885396,0.516611785606377
205,205,suspense,4.615551678425106,9.564181965847407,0.2555951083750884
206,206,disease,3.251085048454693,11.294613623793094,0.4756588633876877
207,207,matthew mcconaughey,2.5988368031666527,12.541025170128973,0.5808546922234412
208,208,sad,3.914437255007039,10.042919901556374,0.36867216670829145
209,209,story,4.668057951310753,8.375045915805522,0.24712679752077155
210,210,cats,2.389093142254061,11.933826190860861,0.6146825459771934
211,211,new york city,4.52044922444917,9.395281084346074,0.27093341176277286
212,212,wall street,2.8373471168917255,11.889366760439756,0.5423872983754064
213,213,meaning of life,2.1192400479858566,12.51680253693711,0.6582049626651836
214,214,original plot,3.2220694069795437,12.566650012708683,0.4803385608437252
215,215,afghanistan,1.8173494048207968,11.960349929513827,0.7068944557453568
216,216,nudity (full frontal - notable),4.0302541594431425,11.115315789039933,0.3499929976290909
217,217,matt damon,2.9125670730864788,12.956294611043973,0.5302556817799463
218,218,lars von trier,1.6438412494194128,13.104076297412169,0.7348781787359044
219,219,pornography,3.0093640546239966,11.616082383962322,0.5146440817868462
220,220,unexpected ending,2.3491327096589725,11.6866297063048,0.6211274400153816
221,221,original,4.179718569441907,10.634304438741808,0.3258870953060828
222,222,wormhole,2.614070382862193,11.608921504891711,0.5783977917200137
223,223,espionage,3.2630264618226383,11.859473735636078,0.47373292968715836
224,224,new york,4.05536544878739,9.869866279992777,0.34594300145848267
225,225,future,4.3460161962435615,11.065312128116716,0.29906629998590006
226,226,time loop,2.8288076324341263,12.934596773680665,0.5437645625563939
227,227,tom cruise,2.968680114281788,13.43788749901233,0.5212056645209062
228,228,plot holes,4.089565071905037,10.57633937072352,0.34042722165267797
229,229,education,2.1901909583779116,12.454703830059852,0.6467618658393003
230,230,good acting,3.578068725779021,10.612860588327543,0.42292231836761635
231,231,jazz,3.602515799949707,11.205344467408803,0.4189794480746365
232,232,motivation,1.7700747124019527,12.275066523920806,0.7145190074216275
233,233,psychological,4.267276190881999,11.129887221794082,0.31176563675894625
234,234,ben affleck,3.212892963959272,12.360108134315631,0.4818185549046602
235,235,infidelity,4.31019755333645,9.959536729262178,0.30484319836102947
236,236,psychopathy,1.8368381373931553,12.305950015276972,0.7037512761496766
